auction_id,experiment,date,hour,device_make,platform_os,browser,response
2533fe35-e355-4590-a21a-5c1152a92870,control,2020-07-04,3,Samsung SM-J530F,6,Samsung Internet,1
2577353b-861c-4dfb-83ec-bfb97e1ee64c,control,2020-07-03,15,Samsung SM-G975F,6,Samsung Internet,1
262ac056-17b2-40a2-86b7-d0330901a690,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
264212d3-89ab-4d68-84e9-f5fdd0df47f3,control,2020-07-10,15,Generic Smartphone,6,Facebook,1
26b140cb-82e2-4318-8837-dc94804e888b,control,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,1
28e7a0f5-6384-41d9-9c7a-1aab0da0b5a0,control,2020-07-03,15,Samsung SM-G930F,6,Chrome Mobile WebView,1
2a0933ee-662d-4b94-bb39-4cd09f864688,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
2a0fd940-3857-4618-be52-d215c54931e4,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
2b12d711-1755-4ad7-a093-b2aefd045da9,control,2020-07-07,20,Generic Smartphone,6,Chrome Mobile,1
2e3e7620-7e57-41a7-a55d-2ab7ebb7945b,control,2020-07-09,6,Generic Smartphone,6,Chrome Mobile,1
2e90073a-89f6-42ba-a0ae-e3ac54defd9a,control,2020-07-09,22,Generic Smartphone,6,Chrome Mobile,1
31248f44-f54d-4dc9-b0bc-b154d864d1a5,control,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,1
3126c938-e999-4727-acfe-8a86761a3c74,control,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,1
3234d6c9-3283-4aef-bd53-8f9336d069c0,control,2020-07-03,15,Samsung SM-G935F,6,Samsung Internet,1
34abde6e-7d4c-46e5-9060-7226a5b4ff2a,control,2020-07-03,15,Samsung SM-A705FN,6,Facebook,1
34da343c-b2cf-452a-a12d-ea3475b4b426,control,2020-07-03,15,Pixel 3,6,Facebook,1
3792a1ac-a747-4f2e-aee2-914281717d3f,control,2020-07-04,2,Generic Smartphone,6,Chrome Mobile,1
39e29edd-e13b-4f73-ad43-aa9087fccb90,control,2020-07-03,15,Generic Smartphone,6,Facebook,1
3a721162-e67c-4cd6-a683-9346109c4d4f,control,2020-07-10,6,Generic Smartphone,6,Chrome Mobile,1
3d126856-74a9-4921-8ae8-2350705b7db5,control,2020-07-03,15,Samsung SM-A715F,6,Facebook,1
3d154223-0817-4845-aeee-eb7325b90bdf,control,2020-07-10,0,Nokia undefined$2$3,6,Chrome Mobile,1
3ff3f810-3aa1-42bc-b8a7-fcd894646301,control,2020-07-03,15,POT-LX1,6,Facebook,1
40cff25e-674b-4c7a-91e0-e43bcf67dc42,control,2020-07-05,10,Generic Smartphone,6,Chrome Mobile,1
4127c6a8-df3c-43be-9692-160978e24ee1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
41283b76-9b69-47d0-b401-00d7148ba47d,control,2020-07-03,15,Samsung SM-G950F,6,Facebook,1
4170b5fa-c561-4ef2-9242-a92c8e4c6342,control,2020-07-04,20,Samsung SM-G970F,6,Facebook,1
43457d49-69fd-4344-9562-6c070b1c4c67,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,1
458468a6-1216-430d-8fd8-c4ef0e565e72,control,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,1
4584720e-312d-4389-a9d2-ad6c433669b7,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
47c83616-f7fe-4c25-a865-5ed5d8528b2e,control,2020-07-10,12,ANE-LX1,6,Facebook,1
48227d99-31f2-4f55-8162-ea3f6690ec7d,control,2020-07-07,8,Samsung SM-G955F,6,Chrome Mobile WebView,1
496d6147-d6b7-4f4a-b36f-331db8d53fea,control,2020-07-10,6,Samsung SM-G973F,6,Chrome Mobile WebView,1
49e7690d-4825-499c-9553-756af3198a10,control,2020-07-07,10,Generic Smartphone,6,Chrome Mobile,1
4a6ff9e5-d2d7-4a71-b0f4-6bf1ec002f1b,control,2020-07-08,21,LG-$2,6,Chrome Mobile,1
4b92d18c-2184-4b44-ad82-1fa142bd4389,control,2020-07-10,2,Generic Smartphone,6,Chrome Mobile,1
4d30e931-688a-4a10-ab3a-930c0096549f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
4e0bbe87-693f-4836-920d-51b84b0622eb,control,2020-07-03,15,ANE-LX1,6,Facebook,1
4e9423d8-1db2-45b8-8cd4-ae52bdd80f1a,control,2020-07-10,4,Generic Smartphone,6,Chrome Mobile,1
4ecd792b-08d9-4f7e-85ea-3418afc71a90,control,2020-07-03,15,Samsung SM-G988B,6,Facebook,1
4f071ba2-33aa-4fa2-b539-97d9bacc322c,control,2020-07-08,21,Samsung SM-A405FN,6,Facebook,1
4f450849-fc9d-4baa-9a5a-3b6b7ded2b0d,control,2020-07-03,15,Samsung SM-A405FN,6,Samsung Internet,1
4fcf0072-c0d6-4f6a-afe5-23f88a2438d1,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
51b48a1a-42bd-41d2-a14c-4adcc8039e9b,control,2020-07-10,8,Samsung SM-A705FN,6,Samsung Internet,1
53483309-2717-4f0b-8302-b7f3f33ee907,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,1
5358fee8-5aed-40da-a133-d788af39c59a,control,2020-07-07,17,Generic Smartphone,6,Chrome Mobile,1
5473c0f3-8c0e-4fc9-bc42-e363d149320c,control,2020-07-10,16,Samsung SM-A320FL,6,Samsung Internet,1
551555e4-558d-4304-b8d9-acdde52a2393,control,2020-07-08,8,Samsung SM-G973F,6,Facebook,1
57b5369e-dedb-4f85-ade0-6610d0bfff3b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
5984c97c-a803-480a-8acf-a842e20199bf,control,2020-07-03,15,Samsung SM-G970F,6,Samsung Internet,1
5bb738ab-fade-4368-ae39-5f1a0960e125,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,1
5c12c14a-f6b7-42b1-8288-d786e616f73f,control,2020-07-03,15,Samsung SM-A320FL,6,Samsung Internet,1
5c26b6e5-17e0-4ab0-b8ed-66b6a7128e94,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
5dc18de0-c63c-4543-9a08-397f809122eb,control,2020-07-05,11,Generic Smartphone,6,Chrome Mobile,1
5ddca3a0-256b-4e41-8f72-dc201b8a26f5,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
5ecef4d6-f42f-4852-ad9c-74f157c2322a,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
5fb83523-1c8c-4ad1-8239-d262fa3b83dd,control,2020-07-03,15,Samsung SM-G973F,6,Facebook,1
5fe02e55-2d8a-4117-9895-e24fd3eba6ae,control,2020-07-08,16,Samsung SM-A405FN,6,Samsung Internet,1
6097d7ca-c6ed-43ea-a127-a1c158e551ae,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
62302756-551a-4f09-b0d6-d0c097885fcc,control,2020-07-03,15,Samsung SM-G930F,6,Samsung Internet,1
65a8090a-f894-4b41-8377-1e39a8929c1a,control,2020-07-04,11,Samsung SM-G950F,6,Samsung Internet,1
65d74bd2-55e9-45d1-b08f-19bd1a48155d,control,2020-07-07,8,Generic Smartphone,6,Chrome Mobile,1
67462dcc-3c3c-4640-b3f5-f9b0cfa2ce0a,control,2020-07-09,10,Samsung SM-G960F,6,Facebook,1
67d06c4c-9642-431f-902d-115baf15ef81,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
688aaac1-535e-417a-a8d4-a529b033cbfa,control,2020-07-04,3,iPhone,5,Mobile Safari,1
68a0dca5-400a-4710-812e-a14b281b0737,control,2020-07-03,15,Samsung $2,6,Samsung Internet,1
69c4fa59-5fcc-4519-bc84-c1aaab2b38f6,control,2020-07-04,14,Samsung SM-A600FN,6,Samsung Internet,1
69dcd51c-bf03-428a-8def-c380f174f035,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,1
6a59d23a-38dd-41ab-a29a-64d590d1975e,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
6a5bd09d-b9f8-4e77-a4e1-4e781929414a,control,2020-07-03,15,MRD-LX1,6,Facebook,1
6e7535ab-264b-42d8-89cd-b69628f66d2a,control,2020-07-04,8,Samsung SM-G960F,6,Facebook,1
6e90e340-5c84-471a-9ccd-7e4d6e5b8f69,control,2020-07-03,15,Samsung SM-A310F,6,Samsung Internet,1
6ecd9456-28af-4bf8-a9c0-83fce231d4ae,control,2020-07-04,15,Samsung SM-G973F,6,Facebook,1
6efc5162-9915-4363-a8ff-e4e4dab27f76,control,2020-07-03,15,Samsung SM-G973F,6,Facebook,1
7098a7db-b899-411d-98b0-ba1dcec9e8d3,control,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,1
70ea9c00-d772-44fb-9ffe-170ad703b2bd,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
7115c8e3-1fa8-4b24-b73b-de45a65b8199,control,2020-07-05,18,Samsung SM-G960F,6,Facebook,1
71cedc9a-cef8-4a84-bf6e-cf8b4add592a,control,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,1
7229d3ef-4200-49d2-948f-c8df366b3a44,control,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,1
725e28cc-8ab5-4f77-abb4-9c04e78eb3b5,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
729284de-66d1-4f14-8f42-6b1db1e6473e,control,2020-07-10,4,Generic Smartphone,6,Chrome Mobile,1
729fe32f-800a-424e-bed5-3bad6d6b6f2f,control,2020-07-09,18,Samsung SM-G970F,6,Samsung Internet,1
735d2323-b1f5-4fb8-9893-96a00e3a4e0f,control,2020-07-05,4,Samsung SM-G975F,6,Chrome Mobile WebView,1
7371e366-6310-4cd1-ad45-603f3d94d4ee,control,2020-07-03,15,Samsung SM-G930F,6,Samsung Internet,1
73bc733a-68c4-4d72-9b67-b4ae81e6e2ed,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
74322817-0132-43d0-a7ee-368bd2587dc4,control,2020-07-04,0,XiaoMi MI 8 Pro,6,Facebook,1
757891f5-9143-4fc0-8add-63d3dfba058e,control,2020-07-06,6,Samsung SM-G981B,6,Samsung Internet,1
77137249-edf0-48b0-9f85-7972cc0871a9,control,2020-07-10,17,ELE-L29,6,Facebook,1
78a601bc-d74c-43fe-b193-885eaa9b2149,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
7945f382-6d4a-4487-9311-27004eed1012,control,2020-07-05,14,MAR-LX1A,6,Facebook,1
7a5d4370-6c7b-4d20-a274-b29c0c9f001d,control,2020-07-09,22,Generic Smartphone,6,Chrome Mobile WebView,1
7af58947-7027-402a-b240-123ec94c59a8,control,2020-07-06,8,Samsung SM-A202F,6,Samsung Internet,1
7b46743d-aefc-49ef-abf5-c49544b25d9b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
7c14f50e-f7c5-4eb5-81ec-64e3e7f07a79,control,2020-07-10,8,Samsung SM-G973F,6,Chrome Mobile WebView,1
7c23951c-6a73-4919-959f-45fa00909ca9,control,2020-07-06,10,Generic Smartphone,6,Chrome Mobile,1
7f337ab2-4561-4156-a75c-fd98e090a06c,control,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,1
80b9fecc-ef23-4896-bd43-b81c074f49c3,control,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,1
80fc937f-f009-4d1a-ae68-4615b9e7f927,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,1
827d918d-95b0-4912-89f9-da0cc56b1a25,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,1
8404f313-ea2c-410f-aa53-3f527cf94139,control,2020-07-10,15,Samsung SM-A105FN,6,Samsung Internet,1
843a9083-e30c-4742-b0a7-f61a131b5c53,control,2020-07-05,15,Generic Smartphone,6,Chrome Mobile,1
8587653f-3aed-4ba9-b962-f376c2c196e2,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,1
8587f5fd-d3ac-4f9d-8fae-0261625a8b30,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
85ca2873-a9d0-471c-a449-b420368cebb1,control,2020-07-08,18,Samsung SM-A202F,6,Samsung Internet,1
88cf5bf7-f0e3-4a38-8c21-abb960a62752,control,2020-07-04,6,Samsung SM-G960F,6,Facebook,1
89644a44-009a-42c8-ae7b-91026ef58151,control,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,1
89d1a2b1-08c8-400e-80ae-ac0537466ff2,control,2020-07-08,16,Samsung SM-G930F,6,Chrome Mobile WebView,1
89d6230d-809d-4386-9830-3a1fd88a2807,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
8c558656-7cd3-4c13-bdf9-6af3b068422e,control,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,1
8ee0d33f-647e-475b-8d6a-541f7c90a2ab,control,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,1
8f27f2e9-10f6-409c-b536-f3624ffc0799,control,2020-07-03,15,Samsung SM-A505FN,6,Facebook,1
9298f36a-b3b7-472e-923a-1cc1dbb919e7,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
92e4a093-f671-4f1b-a208-c17a6af430e6,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
9508cc84-ef3c-4091-a313-ef32c95d8af7,control,2020-07-09,4,Generic Smartphone,6,Chrome Mobile,1
9690f6f6-6fac-4bb0-831c-272f05a385be,control,2020-07-09,14,Generic Smartphone,6,Chrome Mobile,1
969b46ce-480b-476f-88ee-4f4c1d909597,control,2020-07-10,15,Samsung SM-G960F,6,Facebook,1
96a6556e-09aa-4d0f-8e62-48124e9a3be0,control,2020-07-09,12,Samsung SM-G950F,6,Facebook,1
96b855a6-b831-41ee-93d8-869a4c57848c,control,2020-07-05,7,Samsung SM-G977B,6,Facebook,1
99740d86-02c1-4cb4-aeca-827cd6f70cfb,control,2020-07-04,22,LG-$2,6,Facebook,1
99871434-44a4-4e45-9f4d-ba7399d25a79,control,2020-07-09,1,Samsung SM-J415FN,6,Samsung Internet,1
9ae9ca18-6562-4ef7-a9e4-b28fdcac1c42,control,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,1
9b0b9843-4898-4d85-a3ad-9d4004cb4bcc,control,2020-07-10,8,Samsung SM-G930F,6,Chrome Mobile WebView,1
9b6a8a25-9ce3-416a-8f01-1d6a3db0fd64,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
9bd2634c-5382-4025-9652-812c761468ce,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
9bec5d6a-dc2f-4d60-b9d0-e25babbbfe04,control,2020-07-09,1,IMO $2,6,Chrome Mobile,1
9e217620-d5ba-437b-949f-e6e7dbd0c011,control,2020-07-06,4,Generic Smartphone,6,Chrome Mobile,1
9e91a439-8847-4177-9341-dd9fce45f151,control,2020-07-05,21,Generic Smartphone,6,Chrome Mobile,1
9f5c6418-2639-49ea-8a68-bc48b0b2049e,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
9fac1676-e216-41f0-b370-3fdc59c7f72e,control,2020-07-07,6,Generic Smartphone,6,Chrome Mobile,1
a083671e-6012-4d28-b48f-90136ec078fd,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
a22d8bdf-6714-4637-97e0-6788509af6b6,control,2020-07-04,11,Samsung SM-A530F,6,Samsung Internet,1
a365fce3-1740-4793-a4ce-80d2238d6b60,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
a3ecbefe-ea8b-475f-a775-b7007f38599b,control,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,1
a41d7241-755a-4fa2-bd56-bee69e6580c1,control,2020-07-06,7,Nokia$2$3,6,Chrome Mobile WebView,1
a47fb994-f66d-4f6f-9d5e-1dc967ff24bf,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
a5852bd3-0f1b-48ed-b95d-a336510908c6,control,2020-07-10,15,Samsung $2,6,Samsung Internet,1
a6a085ba-5f80-4a79-8bc5-1ea4518646d4,control,2020-07-09,5,Samsung SM-G960F,6,Chrome Mobile WebView,1
a6bebacb-e756-4bd9-be43-15cf04e79dbb,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,1
a707602b-ac99-4de2-89fc-f71a1a2a3a03,control,2020-07-03,15,Samsung SM-G960F,6,Samsung Internet,1
a72540da-7bc2-4fb1-97bd-d1e8c70b709d,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
a73ec6ae-0524-459a-bdf8-5ab9f04c213c,control,2020-07-09,9,iPhone,5,Mobile Safari,1
a8fe5db9-9a91-4d6d-a5fc-b418410bcad2,control,2020-07-10,5,Pixel 3,6,Facebook,1
a9a0aa88-f2bf-44a5-8d33-2c77e56f559a,control,2020-07-05,5,Generic Smartphone,6,Chrome Mobile,1
ab3c787f-18e2-4f6d-abed-c2df42e1fa61,control,2020-07-09,9,Samsung SM-A105FN,6,Samsung Internet,1
ab56a90a-56aa-41de-be3e-25e04a3424fb,control,2020-07-08,19,Samsung SM-A105FN,6,Samsung Internet,1
ac8a256e-b9c1-4140-84c5-39819c3d230b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
ada3e3a4-2218-4458-8ef7-958f7d10ba7b,control,2020-07-07,21,Generic Smartphone,6,Chrome Mobile,1
ada7941c-2680-4f5e-9183-04514f139fba,control,2020-07-10,12,LG-$2,6,Chrome Mobile,1
ae7bfab7-36e5-4910-898f-e6d5075ce940,control,2020-07-05,16,Samsung SM-G955F,6,Facebook,1
af0af3ef-c956-43d9-aa39-08be49ef9b4c,control,2020-07-03,15,Samsung SM-A405FN,6,Samsung Internet,1
b197062c-82d1-4b76-ae13-2a96027e99a7,control,2020-07-09,11,Samsung SM-A202F,6,Samsung Internet,1
b29c06cf-1ce5-4ae6-943b-4885886779e7,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
b2f198b5-2cca-436f-89a6-3a2c1a021c0a,control,2020-07-06,0,Pixel 3,6,Facebook,1
b38a0e0b-9b6f-42da-bb7b-e7f226c2ae34,control,2020-07-03,15,Samsung SM-A105FN,6,Chrome Mobile,1
b7fe2748-14e8-4350-9051-15333cd47cf6,control,2020-07-08,13,Generic Smartphone,6,Chrome Mobile,1
b9075369-201e-489a-97d6-74aa53cdabd0,control,2020-07-04,11,LG-$2,6,Chrome Mobile,1
b9bb4710-4bde-43a7-ac9b-951f7a8d6e95,control,2020-07-07,13,Generic Smartphone,6,Chrome Mobile,1
b9d3bff1-b688-4c5a-9d62-3fad6af1e49d,control,2020-07-09,0,Samsung SM-A505FN,6,Chrome Mobile WebView,1
bc2046d4-d301-4a83-ad1a-bdde6061f1c9,control,2020-07-05,3,Generic Smartphone,6,Chrome Mobile,1
bd482da7-6a70-4bca-ad47-786562d2d44e,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
be59f0ef-a4bc-4dc8-b7d9-1faf046986d5,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
beb43e30-5976-4879-8fd6-4e5ecdfa781c,control,2020-07-04,20,Generic Smartphone,6,Chrome Mobile,1
c05fc65f-e0f9-4b64-a292-dcc782451b60,control,2020-07-09,9,Samsung SM-A202F,6,Chrome Mobile WebView,1
c079d031-cb0a-44d4-a13a-250c98d2a698,control,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,1
c2bb1c26-1c76-4d5f-9a13-3e10d605f4e1,control,2020-07-03,15,Samsung SM-A705FN,6,Facebook,1
c2e8a911-e9e4-4cc7-8416-f9375135fb48,control,2020-07-07,19,Generic Smartphone,6,Chrome Mobile,1
c5c17290-7154-4f57-8acf-e6b536ae37b5,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
c612904a-fd6b-40f3-a517-4d9b3d76d8a0,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,1
c66b34f2-ddcd-481a-b240-7f0d3e758ae8,control,2020-07-09,5,Samsung SM-G960F,6,Samsung Internet,1
c834791e-6131-4741-a4d0-7ee367206808,control,2020-07-07,10,Samsung SM-G930F,6,Samsung Internet,1
c9bb0496-4d59-45fb-98ec-2b39a0657fff,control,2020-07-06,10,Generic Smartphone,6,Chrome Mobile,1
cb435cf3-e050-4a8f-a44a-66ed7ea46e36,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,1
cb7d4819-501d-471c-ad2b-f4f945eb411e,control,2020-07-09,19,Samsung SM-G960F,6,Samsung Internet,1
cba5d5f9-1b58-47c9-a9a1-bd0b7ddc2107,control,2020-07-10,1,POT-LX1,6,Facebook,1
ced5cb0c-441a-4ba4-b91b-1f71aadc397e,control,2020-07-03,15,Samsung SM-G930F,6,Samsung Internet,1
cf85ad4e-d09b-4e1f-9709-d8510c6ea51b,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,1
cf94b80b-b330-4a55-ac49-96718bf35aff,control,2020-07-08,23,VOG-L29,6,Facebook,1
d30eec6b-e740-432d-878b-d7debb941b40,control,2020-07-05,9,Generic Smartphone,6,Chrome Mobile,1
d3eb025e-73ea-4801-9b2d-841a95c3aebd,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,1
d40a4d01-1d78-4162-a2c0-c398fac35b55,control,2020-07-03,15,Samsung SM-A530F,6,Samsung Internet,1
d63e684b-ec8b-43f9-9b77-9f58356293cb,control,2020-07-05,16,Generic Smartphone,6,Chrome Mobile,1
d679959d-5f76-42a6-9f82-25b7f1913c51,control,2020-07-04,9,Generic Smartphone,6,Chrome Mobile,1
d71e8e45-9f00-4408-8b87-230c68511556,control,2020-07-07,9,Generic Smartphone,6,Chrome Mobile,1
d8abd44f-168f-4e1d-a17c-1c71d3f8dca3,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
dba77d19-8b4f-43f1-99b4-9503e3467432,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
dc51cfac-0e3d-4158-9e1f-951466cba76b,control,2020-07-03,15,Samsung SM-G935F,6,Samsung Internet,1
dcb52c98-fc2d-4152-8180-78dd86ad2e4c,control,2020-07-09,16,Generic Smartphone,6,Chrome Mobile,1
de032d20-06c5-4a85-b9fe-f363230cfba4,control,2020-07-08,10,Generic Smartphone,6,Chrome Mobile,1
df786279-facc-4b34-80e1-388bdfe2044d,control,2020-07-04,11,Generic Smartphone,6,Chrome Mobile,1
dfa5e7ca-4f00-4bc9-b2fd-c2cec5a287f2,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
e012788c-7a92-4c13-9c1d-c988cf94f2c8,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,1
e0accc2a-305a-4752-8efd-88f4d24167b0,control,2020-07-08,21,EVA-L09,6,Chrome Mobile WebView,1
e144ec56-a30e-4661-a7c7-349554c61942,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1
e1614006-0540-4d1a-9bc7-d2f0d15d73ca,control,2020-07-09,5,iPhone,5,Mobile Safari,1
e202a142-5042-4a85-a991-cb172abd0dd7,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,1
e21bd15a-bd75-44d7-accc-20b3580f6055,control,2020-07-04,16,Generic Smartphone,6,Chrome Mobile,1
e282a098-3437-4bf3-9819-f547f9ad9731,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,1
e344a772-4caa-4732-98fe-b6b0d114cfde,control,2020-07-10,6,Generic Smartphone,6,Chrome Mobile,1
e3477a10-87fe-4ab0-b1b6-de02891924b0,control,2020-07-03,15,Samsung SM-G986B,6,Samsung Internet,1
